"","State","flu_like_deaths","detrended","detrended_flu_like","median","median_flu_like","Week.Ending.Date","Total.Deaths","data_set","MMWR.Week","centered","centered_flu_like","non_flu_deaths","detrended_non_flu_like","centered_non_flu_like"
"9462","Michigan",40,1727.08187134503,44.9059829059829,1688.04678362573,32.3974358974359,2019-07-06,1811,"2014-2019",27,39.035087719298,12.508547008547,1771,1682.17588843905,26.526540710751
"9463","Michigan",23,1742.78947368421,27.9230769230769,1640.30116959064,28.3034188034188,2019-07-13,1827,"2014-2019",28,102.488304093567,-0.380341880341877,1804,1714.86639676113,102.868645973909
"9464","Michigan",23,1767.49707602339,27.9401709401709,1712.56432748538,28.5512820512821,2019-07-20,1852,"2014-2019",29,54.9327485380113,-0.611111111111111,1829,1739.55690508322,55.5438596491224
"9465","Michigan",17,1640.20467836257,21.957264957265,1662.11403508772,27.2350427350427,2019-07-27,1725,"2014-2019",30,-21.9093567251464,-5.27777777777778,1708,1618.24741340531,-16.6315789473686
"9466","Michigan",20,1706.91228070175,24.974358974359,1676.8216374269,19.3076923076923,2019-08-03,1792,"2014-2019",31,30.0906432748534,5.66666666666667,1772,1681.93792172739,24.4239766081867
"9467","Michigan",15,1704.61988304094,19.991452991453,1674.13157894737,26.1581196581197,2019-08-10,1790,"2014-2019",32,30.488304093567,-6.16666666666666,1775,1684.62843004948,36.6549707602336
"9468","Michigan",23,1672.32748538012,28.008547008547,1648.4298245614,25.3418803418803,2019-08-17,1758,"2014-2019",33,23.8976608187133,2.66666666666667,1735,1644.31893837157,21.2309941520467
"9469","Michigan",15,1653.0350877193,20.025641025641,1658.44444444444,23.7478632478633,2019-08-24,1739,"2014-2019",34,-5.40935672514638,-3.72222222222222,1724,1633.00944669366,-1.68713450292416
"9470","Michigan",28,1644.74269005848,33.042735042735,1667.34502923977,26.7094017094017,2019-08-31,1731,"2014-2019",35,-22.6023391812867,6.33333333333334,1703,1611.69995501574,-28.93567251462
"9471","Michigan",25,1720.45029239766,30.0598290598291,1690.85964912281,26.6153846153846,2019-09-07,1807,"2014-2019",36,29.5906432748536,3.44444444444445,1782,1690.39046333783,26.1461988304092
"9472","Michigan",23,1660.15789473684,28.0769230769231,1672.16959064327,25.7435897435897,2019-09-14,1747,"2014-2019",37,-12.011695906433,2.33333333333334,1724,1632.08097165992,-14.3450292397664
"9473","Michigan",19,1701.86549707602,24.0940170940171,1711.27485380117,26.3632478632479,2019-09-21,1789,"2014-2019",38,-9.40935672514638,-2.26923076923077,1770,1677.77147998201,-7.14012595591561
"9474","Michigan",36,1760.5730994152,41.1111111111111,1725.33333333333,32.8888888888889,2019-09-28,1848,"2014-2019",39,35.239766081871,8.22222222222223,1812,1719.46198830409,27.0175438596488
"9475","Michigan",19,1736.28070175439,24.1282051282051,1742.08771929825,30.4059829059829,2019-10-05,1824,"2014-2019",40,-5.80701754385973,-6.27777777777778,1805,1712.15249662618,0.470760233918046
"9476","Michigan",23,1717.98830409357,28.1452991452991,1723.69298245614,29.8675213675214,2019-10-12,1806,"2014-2019",41,-5.70467836257308,-1.72222222222222,1783,1689.84300494827,-3.98245614035086
"9477","Michigan",13,1850.69590643275,18.1623931623932,1787.70760233918,32.4871794871795,2019-10-19,1939,"2014-2019",42,62.988304093567,-14.3247863247863,1926,1832.53351327035,77.3130904183533
"9478","Michigan",26,1821.40350877193,31.1794871794872,1781.66374269006,30.4017094017094,2019-10-26,1910,"2014-2019",43,39.739766081871,0.777777777777779,1884,1790.22402159244,38.9619883040933
"9479","Michigan",31,1831.11111111111,36.1965811965812,1795.52046783626,34.0854700854701,2019-11-02,1920,"2014-2019",44,35.5906432748536,2.11111111111111,1889,1794.91452991453,33.4795321637425
"9480","Michigan",28,1864.81871345029,33.2136752136752,1754.38596491228,30.1025641025641,2019-11-09,1954,"2014-2019",45,110.432748538011,3.11111111111111,1926,1831.60503823662,107.3216374269
"9481","Michigan",32,1872.52631578947,37.2307692307692,1797.2865497076,27.7222222222222,2019-11-16,1962,"2014-2019",46,75.2397660818708,9.50854700854701,1930,1835.2955465587,65.7312190733238
"9482","Michigan",27,1883.23391812865,32.2478632478633,1823.09649122807,28.6367521367521,2019-11-23,1973,"2014-2019",47,60.1374269005844,3.61111111111111,1946,1850.98605488079,56.5263157894733
