Name,Launch date (YYYY-MM-DD),Status,Action
STARLINK-3137,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3127,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3125,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3150,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3129,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3160,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3145,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3124,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3132,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3156,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3141,2021-11-13,IN ORBIT,TRACK IT
STARLINK-3140,2021-11-13,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-11-13,DECAYED,
FALCON 9 DEB,2021-11-13,DECAYED,
FALCON 9 DEB,2021-11-13,DECAYED,
CERES 1,2021-11-16,IN ORBIT,TRACK IT
CERES 2,2021-11-16,IN ORBIT,TRACK IT
CERES 3,2021-11-16,IN ORBIT,TRACK IT
AVUM R/B,2021-11-16,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-11-13,DECAYED,
GLOBAL-14,2021-11-18,IN ORBIT,TRACK IT
GLOBAL-15,2021-11-18,IN ORBIT,TRACK IT
ELECTRON DEB,2021-11-18,DECAYED,
ELECTRON R/B,2021-11-18,DECAYED,
ELECTRON KICK STAGE R/B,2021-11-18,DECAYED,
GAOFEN 11 3,2021-11-20,IN ORBIT,TRACK IT
CZ-4B R/B,2021-11-20,DECAYED,
ASTRA SATELLITE 00001,2021-11-20,IN ORBIT,TRACK IT
GAOFEN 3 02,2021-11-22,IN ORBIT,TRACK IT
CZ-4C R/B,2021-11-22,IN ORBIT,TRACK IT
NASA DART,2021-11-24,IN ORBIT,TRACK IT
FALCON 9 R/B,2021-11-24,IN ORBIT,TRACK IT
PROGRESS M-UM,2021-11-24,DECAYED,
SL-4 R/B,2021-11-24,DECAYED,
SHIYAN 11 (SY-11),2021-11-24,IN ORBIT,TRACK IT
KZ-1A R/B,2021-11-24,DECAYED,
COSMOS 2552,2021-11-25,IN ORBIT,TRACK IT
FREGAT R/B,2021-11-25,IN ORBIT,TRACK IT
CHINASAT 1D,2021-11-26,IN ORBIT,TRACK IT
CZ-3B R/B,2021-11-26,IN ORBIT,TRACK IT
STARLINK-3219,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3218,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3237,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3242,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3240,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3251,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3249,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3228,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3246,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3252,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3238,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3113,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3148,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3225,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3143,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3155,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3226,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3244,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3202,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3239,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3231,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3241,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3233,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3247,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3248,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3250,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3236,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3229,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3209,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3200,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3193,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3210,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3207,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3197,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3194,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3204,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3199,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3203,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3195,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3198,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3206,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3227,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3190,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3192,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3196,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3208,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3191,2021-12-02,IN ORBIT,TRACK IT
STARLINK-3201,2021-12-02,IN ORBIT,TRACK IT
GLOBAL-12,2021-12-02,IN ORBIT,TRACK IT
GLOBAL-13,2021-12-02,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-12-02,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-12-02,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-12-02,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-12-02,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-12-02,IN ORBIT,TRACK IT
GALILEO 27 (223),2021-12-05,IN ORBIT,TRACK IT
GALILEO 28 (224),2021-12-05,IN ORBIT,TRACK IT
FREGAT R/B,2021-12-05,IN ORBIT,TRACK IT
OBJECT A,2021-12-07,IN ORBIT,TRACK IT
OBJECT B,2021-12-07,IN ORBIT,TRACK IT
OBJECT C,2021-12-07,IN ORBIT,TRACK IT
OBJECT D,2021-12-07,IN ORBIT,TRACK IT
OBJECT E,2021-12-07,IN ORBIT,TRACK IT
STPSAT-6,2021-12-07,IN ORBIT,TRACK IT
LDPE-1,2021-12-07,IN ORBIT,TRACK IT
ATLAS 5 CENTAUR R/B,2021-12-07,IN ORBIT,TRACK IT
SOYUZ MS-20,2021-12-08,DECAYED,
SL-4 R/B,2021-12-08,DECAYED,
GLOBAL-17,2021-12-09,IN ORBIT,TRACK IT
GLOBAL-16,2021-12-09,IN ORBIT,TRACK IT
OBJECT C,2021-12-09,IN ORBIT,TRACK IT
ELECTRON R/B,2021-12-09,DECAYED,
ELECTRON KICK STAGE R/B,2021-12-09,DECAYED,
IXPE,2021-12-09,IN ORBIT,TRACK IT
SHIJIAN 6 05A (SJ-6 05A),2021-12-10,IN ORBIT,TRACK IT
SHIJIAN 6 05B (SJ-6 05B),2021-12-10,IN ORBIT,TRACK IT
CZ-4B DEB,2021-12-10,IN ORBIT,TRACK IT
CZ-4B R/B,2021-12-10,IN ORBIT,TRACK IT
CZ-4B DEB,2021-12-10,DECAYED,
OBJECT A,2021-12-13,IN ORBIT,TRACK IT
OBJECT B,2021-12-13,IN ORBIT,TRACK IT
BREEZE-M R/B,2021-12-13,IN ORBIT,TRACK IT
BREEZE-M DEB (TANK),2021-12-13,IN ORBIT,TRACK IT
TIANLIAN 2-02,2021-12-13,IN ORBIT,TRACK IT
CZ-3B R/B,2021-12-13,IN ORBIT,TRACK IT
STARLINK-3317,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3313,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3309,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3297,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3288,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3304,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3303,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3306,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3307,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3298,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3305,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3271,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3296,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3301,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3245,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3286,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3287,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3289,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3292,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3291,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3293,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3282,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3284,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3283,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3265,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3285,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3277,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3281,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3280,2021-12-18,DECAYED,
STARLINK-3279,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3274,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3272,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3275,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3276,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3268,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3273,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3259,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3261,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3269,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3266,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3263,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3267,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3264,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3270,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3235,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3255,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3256,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3257,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3254,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3260,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3258,2021-12-18,IN ORBIT,TRACK IT
STARLINK-3262,2021-12-18,IN ORBIT,TRACK IT
FALCON 9 DEB,2021-12-18,DECAYED,
FALCON 9 DEB,2021-12-18,DECAYED,
FALCON 9 DEB,2021-12-18,DECAYED,
FALCON 9 DEB,2021-12-18,DECAYED,
TURKSAT 5B,2021-12-19,IN ORBIT,TRACK IT
FALCON 9 R/B,2021-12-19,DECAYED,
ATLAS 5 CENTAUR DEB,2021-12-07,IN ORBIT,TRACK IT
DRAGON CRS-24,2021-12-21,DECAYED,
INMARSAT 6-F1,2021-12-22,IN ORBIT,TRACK IT
H-2A R/B,2021-12-22,DECAYED,
SHIYAN 12 01 (SY-12 01),2021-12-23,IN ORBIT,TRACK IT
SHIYAN 12 02 (SY-12 02),2021-12-23,IN ORBIT,TRACK IT
CZ-7A R/B,2021-12-23,DECAYED,
CZ-7A DEB,2021-12-23,IN ORBIT,TRACK IT
JWST,2021-12-25,IN ORBIT,TRACK IT
ARIANE 5 R/B,2021-12-25,IN ORBIT,TRACK IT
ZY-1 02E,2021-12-26,IN ORBIT,TRACK IT
XW-3 (CAS 9),2021-12-26,IN ORBIT,TRACK IT
CZ-4C R/B,2021-12-26,IN ORBIT,TRACK IT
CZ-4C DEB,2021-12-26,DECAYED,
ONEWEB-0389,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0390,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0391,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0392,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0393,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0394,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0395,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0396,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0397,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0398,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0399,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0400,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0401,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0402,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0403,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0404,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0405,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0406,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0407,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0409,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0412,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0413,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0414,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0417,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0418,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0419,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0420,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0421,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0424,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0426,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0427,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0429,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0430,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0432,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0440,2021-12-27,IN ORBIT,TRACK IT
ONEWEB-0450,2021-12-27,IN ORBIT,TRACK IT
IPM 3/PERSEY,2021-12-27,DECAYED,
IPM 3/PERSEY DEB,2021-12-27,DECAYED,
IPM 3/PERSEY DEB,2021-12-27,DECAYED,
IPM 3/PERSEY DEB,2021-12-27,DECAYED,
OBJECT A,2021-12-29,IN ORBIT,TRACK IT
OBJECT B,2021-12-29,IN ORBIT,TRACK IT
TJS-9,2021-12-29,IN ORBIT,TRACK IT
CZ-3B R/B,2021-12-29,IN ORBIT,TRACK IT
DRAGON CRS-24 DEB,2021-12-21,DECAYED,
ASCENT,2021-12-07,IN ORBIT,TRACK IT
STARLINK-1073,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1084,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1097,2020-01-07,DECAYED,
STARLINK-1098,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1099,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1101,2020-01-07,DECAYED,
STARLINK-1102,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1103,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1104,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1106,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1111,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1112,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1113,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1114,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1119,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1121,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1123,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1128,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1130,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1144,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1071,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1072,2020-01-07,DECAYED,
STARLINK-1078,2020-01-07,DECAYED,
STARLINK-1079,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1082,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1083,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1091,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1094,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1096,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1100,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1108,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1109,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1110,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1116,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1118,2020-01-07,DECAYED,
STARLINK-1122,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1125,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1126,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1117,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1124,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1066,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1069,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1070,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1074,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1075,2020-01-07,DECAYED,
STARLINK-1076,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1077,2020-01-07,DECAYED,
STARLINK-1080,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1081,2020-01-07,DECAYED,
STARLINK-1085,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1086,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1087,2020-01-07,DECAYED,
STARLINK-1088,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1089,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1090,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1092,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1093,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1095,2020-01-07,DECAYED,
STARLINK-1107,2020-01-07,IN ORBIT,TRACK IT
STARLINK-1115,2020-01-07,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-01-07,DECAYED,
FALCON 9 DEB,2020-01-07,DECAYED,
FALCON 9 DEB,2020-01-07,DECAYED,
FALCON 9 DEB,2020-01-07,DECAYED,
TJS-5,2020-01-07,IN ORBIT,TRACK IT
CZ-3B R/B,2020-01-07,DECAYED,
OBJECT A,2020-01-15,IN ORBIT,TRACK IT
NUSAT-7 (SOPHIE),2020-01-15,IN ORBIT,TRACK IT
NUSAT-8 (MARIE),2020-01-15,IN ORBIT,TRACK IT
OBJECT D,2020-01-15,IN ORBIT,TRACK IT
OBJECT E,2020-01-15,IN ORBIT,TRACK IT
OBJECT F,2020-01-15,IN ORBIT,TRACK IT
OBJECT G,2020-01-15,IN ORBIT,TRACK IT
OBJECT H,2020-01-15,IN ORBIT,TRACK IT
YINHE-1,2020-01-16,IN ORBIT,TRACK IT
KZ-1A R/B,2020-01-16,DECAYED,
GSAT 30,2020-01-16,IN ORBIT,TRACK IT
EUTELSAT KONNECT,2020-01-16,IN ORBIT,TRACK IT
ARIANE 5 DEB (SYLDA),2020-01-16,IN ORBIT,TRACK IT
ARIANE 5 R/B,2020-01-16,IN ORBIT,TRACK IT
STARLINK-1132,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1120,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1129,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1131,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1134,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1135,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1140,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1141,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1148,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1155,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1156,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1157,2020-01-29,DECAYED,
STARLINK-1158,2020-01-29,DECAYED,
STARLINK-1159,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1162,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1165,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1166,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1169,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1171,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1178,2020-01-29,DECAYED,
STARLINK-1133,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1139,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1145,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1150,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1161,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1163,2020-01-29,DECAYED,
STARLINK-1164,2020-01-29,DECAYED,
STARLINK-1167,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1168,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1170,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1172,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1174,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1180,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1182,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1177,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1149,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1153,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1151,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1160,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1190,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1173,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1179,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1181,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1185,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1183,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1136,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1176,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1127,2020-01-29,DECAYED,
STARLINK-1137,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1142,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1146,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1147,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1152,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1175,2020-01-29,DECAYED,
STARLINK-1184,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1186,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1193,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1194,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1195,2020-01-29,IN ORBIT,TRACK IT
STARLINK-1196,2020-01-29,IN ORBIT,TRACK IT
FALCON 9 DEB,2020-01-29,DECAYED,
FALCON 9 DEB,2020-01-29,DECAYED,
FALCON 9 DEB,2020-01-29,DECAYED,
FALCON 9 DEB,2020-01-29,DECAYED,
USA 294,2020-01-31,IN ORBIT,TRACK IT
ELECTRON KICK STAGE R/B,2020-01-31,IN ORBIT,TRACK IT
ELECTRON R/B,2020-01-31,DECAYED,
ONEWEB-0021,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0022,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0023,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0024,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0025,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0026,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0028,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0032,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0033,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0035,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0036,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0038,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0039,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0040,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0041,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0043,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0044,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0045,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0047,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0048,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0049,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0051,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0052,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0053,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0054,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0056,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0057,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0058,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0059,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0062,2020-02-06,IN ORBIT,TRACK IT
ONEWEB-0065,2020-02-06,IN ORBIT,TRACK IT
IGS O-7,2020-02-09,IN ORBIT,TRACK IT
H-2A R/B,2020-02-09,IN ORBIT,TRACK IT
SOLAR ORBITER,2020-02-10,DECAYED,
ATLAS 5 CENTAUR R/B,2020-02-10,DECAYED,
CYGNUS NG-13,2020-02-15,DECAYED,
ANTARES DEB,2020-02-15,DECAYED,
ANTARES R/B,2020-02-15,DECAYED,
STARLINK-1138,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1143,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1192,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1200,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1201,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1202,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1205,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1216,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1224,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1225,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1228,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1230,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1234,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1236,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1237,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1239,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1240,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1241,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1244,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1269,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1154,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1197,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1198,2020-02-17,DECAYED,
STARLINK-1199,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1203,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1204,2020-02-17,DECAYED,
STARLINK-1206,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1208,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1209,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1210,2020-02-17,IN ORBIT,TRACK IT
STARLINK-1211,2020-02-17,IN ORBIT,TRACK IT
